Amount (copy),Number of Records,Aiddata Id,Amount,Donor,Recipient,Year
$0.0B,1,51219815,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,69949599,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,59289385,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,59199131,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,67964045,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,50384815,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,53304245,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,53864702,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61407763,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,73097993,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,72920013,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,82997373,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,75016659,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,67367275,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,76423308,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,70444868,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,70675026,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61772558,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,59115881,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,74946410,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,52561465,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,58719829,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,65936942,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,60682248,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,63231327,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,59079212,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,82184729,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,78789481,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,60612436,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,60501769,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,66379789,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,55999359,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,79966501,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,54481089,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,75673480,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,62050616,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,70412180,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,77696833,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,75249605,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,50643514,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,72098799,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61022324,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61229563,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,59671414,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,55804919,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,62810025,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,75187116,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,81811181,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,61044377,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,80284271,$0.0B,Japan,Brazil,01.01.2008
$0.0B,1,55994100,$0.0B,Japan,Brazil,01.01.2008
$0.2B,1,64142358,$0.2B,Japan,Brazil,01.01.2008
$0.0B,1,63301589,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,62470722,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,54205655,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,57124622,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,61664752,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,61347859,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,58510259,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,51802598,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,60438906,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,81317616,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,76598492,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,64515298,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,63451400,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,60935036,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,81280720,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,59801390,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,59248343,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,67017987,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,77070642,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,57703072,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,57962653,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,72916012,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,60729044,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,69641159,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,51150666,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,62554398,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,61598324,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,58120386,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,72398717,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,61191572,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,79081635,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,55377767,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,78591678,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,50576498,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,68317028,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,81857384,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,72405490,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,71646295,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,64356934,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,79451770,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,57529117,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,73235965,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,65425013,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,73136184,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,66418978,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,77500659,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,60393128,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,77870419,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,51635320,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,76678114,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,82475253,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,50324142,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,76430002,$0.0B,Japan,Chile,01.01.2008
$0.0B,1,53485770,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,54508791,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,51950633,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,57708201,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,65154187,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,54670080,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,71297280,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,69740451,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,52245814,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,64241929,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,51665909,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,62320801,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,67866702,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,78829074,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,72705903,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,82634113,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,60482979,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,62418792,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,55944101,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,80163240,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,51761775,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,54744399,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,54227109,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,66896780,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,61856783,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,78536405,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,75430992,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,51553188,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,71439236,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,81926808,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,57018801,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,56741456,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,73375098,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,73150921,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,54122878,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,74836479,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,62615099,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,73098887,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,76375859,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,54441629,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,65773427,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,63110746,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,54080281,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,65386132,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,76473393,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,62464930,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,56334116,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,64108760,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,57605311,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,69396238,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,81726875,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,50995168,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,66186722,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,65069968,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,74283571,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,80041297,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,83161790,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,67198009,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,82202033,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,76570452,$0.0B,Japan,Colombia,01.01.2008
$0.0B,1,81639741,$0.0B,Japan,India,01.01.2008
$0.0B,1,76194046,$0.0B,Japan,India,01.01.2008
$0.0B,1,55155265,$0.0B,Japan,India,01.01.2008
$0.0B,1,58450279,$0.0B,Japan,India,01.01.2008
$0.0B,1,83219840,$0.0B,Japan,India,01.01.2008
$0.0B,1,61958031,$0.0B,Japan,India,01.01.2008
$0.0B,1,63807372,$0.0B,Japan,India,01.01.2008
$0.0B,1,65397844,$0.0B,Japan,India,01.01.2008
$0.0B,1,56785440,$0.0B,Japan,India,01.01.2008
$0.0B,1,72845819,$0.0B,Japan,India,01.01.2008
$0.0B,1,76895580,$0.0B,Japan,India,01.01.2008
$0.0B,1,67317085,$0.0B,Japan,India,01.01.2008
$0.0B,1,69939911,$0.0B,Japan,India,01.01.2008
$0.0B,1,79132138,$0.0B,Japan,India,01.01.2008
$0.0B,1,66259498,$0.0B,Japan,India,01.01.2008
$0.0B,1,53794625,$0.0B,Japan,India,01.01.2008
$0.0B,1,55095415,$0.0B,Japan,India,01.01.2008
$0.0B,1,80874861,$0.0B,Japan,India,01.01.2008
$0.0B,1,75455058,$0.0B,Japan,India,01.01.2008
$0.0B,1,55052634,$0.0B,Japan,India,01.01.2008
$0.0B,1,61587932,$0.0B,Japan,India,01.01.2008
$0.0B,1,61808604,$0.0B,Japan,India,01.01.2008
$0.0B,1,57714072,$0.0B,Japan,India,01.01.2008
$0.0B,1,54094708,$0.0B,Japan,India,01.01.2008
$0.0B,1,78761143,$0.0B,Japan,India,01.01.2008
$0.0B,1,53992633,$0.0B,Japan,India,01.01.2008
$0.0B,1,70927862,$0.0B,Japan,India,01.01.2008
$0.0B,1,63691259,$0.0B,Japan,India,01.01.2008
$0.0B,1,75127809,$0.0B,Japan,India,01.01.2008
$0.0B,1,68358953,$0.0B,Japan,India,01.01.2008
$0.0B,1,55409795,$0.0B,Japan,India,01.01.2008
$0.0B,1,53175505,$0.0B,Japan,India,01.01.2008
$0.0B,1,75194032,$0.0B,Japan,India,01.01.2008
$0.0B,1,74741040,$0.0B,Japan,India,01.01.2008
$0.0B,1,64700406,$0.0B,Japan,India,01.01.2008
$0.0B,1,55247124,$0.0B,Japan,India,01.01.2008
$0.0B,1,69694283,$0.0B,Japan,India,01.01.2008
$0.0B,1,60961463,$0.0B,Japan,India,01.01.2008
$0.0B,1,64548984,$0.0B,Japan,India,01.01.2008
$0.0B,1,74044092,$0.0B,Japan,India,01.01.2008
$0.0B,1,67927027,$0.0B,Japan,India,01.01.2008
$0.0B,1,80653042,$0.0B,Japan,India,01.01.2008
$0.0B,1,69651966,$0.0B,Japan,India,01.01.2008
$0.0B,1,73220881,$0.0B,Japan,India,01.01.2008
$0.0B,1,65892570,$0.0B,Japan,India,01.01.2008
$0.0B,1,72673318,$0.0B,Japan,India,01.01.2008
$0.0B,1,69250657,$0.0B,Japan,India,01.01.2008
$0.0B,1,56095717,$0.0B,Japan,India,01.01.2008
$0.0B,1,70755854,$0.0B,Japan,India,01.01.2008
$0.0B,1,69458868,$0.0B,Japan,India,01.01.2008
$0.0B,1,60721609,$0.0B,Japan,India,01.01.2008
$0.0B,1,56880548,$0.0B,Japan,India,01.01.2008
$0.0B,1,51519793,$0.0B,Japan,India,01.01.2008
$0.0B,1,70238371,$0.0B,Japan,India,01.01.2008
$0.0B,1,56315929,$0.0B,Japan,India,01.01.2008
$0.0B,1,74358380,$0.0B,Japan,India,01.01.2008
$0.0B,1,82879347,$0.0B,Japan,India,01.01.2008
$0.0B,1,64780144,$0.0B,Japan,India,01.01.2008
$0.0B,1,72871949,$0.0B,Japan,India,01.01.2008
$0.0B,1,82641266,$0.0B,Japan,India,01.01.2008
$0.0B,1,69938746,$0.0B,Japan,India,01.01.2008
$0.0B,1,51388986,$0.0B,Japan,India,01.01.2008
$0.0B,1,73610000,$0.0B,Japan,India,01.01.2008
$0.0B,1,77125424,$0.0B,Japan,India,01.01.2008
$0.0B,1,57512297,$0.0B,Japan,India,01.01.2008
$0.0B,1,75646915,$0.0B,Japan,India,01.01.2008
$0.0B,1,57478596,$0.0B,Japan,India,01.01.2008
$0.0B,1,68778789,$0.0B,Japan,India,01.01.2008
$0.0B,1,81564055,$0.0B,Japan,India,01.01.2008
$0.0B,1,83077556,$0.0B,Japan,India,01.01.2008
$0.0B,1,55332658,$0.0B,Japan,India,01.01.2008
$0.0B,1,50557820,$0.0B,Japan,India,01.01.2008
$0.0B,1,62598289,$0.0B,Japan,India,01.01.2008
$0.0B,1,53263511,$0.0B,Japan,India,01.01.2008
$0.0B,1,65242267,$0.0B,Japan,India,01.01.2008
$0.0B,1,64868016,$0.0B,Japan,India,01.01.2008
$0.0B,1,51493696,$0.0B,Japan,India,01.01.2008
$0.0B,1,52156878,$0.0B,Japan,India,01.01.2008
$0.0B,1,76428640,$0.0B,Japan,India,01.01.2008
$0.0B,1,55073498,$0.0B,Japan,India,01.01.2008
$0.0B,1,73090796,$0.0B,Japan,India,01.01.2008
$0.0B,1,80386029,$0.0B,Japan,India,01.01.2008
$0.0B,1,62074318,$0.0B,Japan,India,01.01.2008
$0.0B,1,57243718,$0.0B,Japan,India,01.01.2008
$0.0B,1,62118842,$0.0B,Japan,India,01.01.2008
$0.0B,1,53557602,$0.0B,Japan,India,01.01.2008
$0.0B,1,77419168,$0.0B,Japan,India,01.01.2008
$0.0B,1,77288500,$0.0B,Japan,India,01.01.2008
$0.0B,1,67678073,$0.0B,Japan,India,01.01.2008
$0.0B,1,80729586,$0.0B,Japan,India,01.01.2008
$0.0B,1,77594365,$0.0B,Japan,India,01.01.2008
$0.0B,1,52515551,$0.0B,Japan,India,01.01.2008
$0.0B,1,56352769,$0.0B,Japan,India,01.01.2008
$0.0B,1,69943922,$0.0B,Japan,India,01.01.2008
$0.0B,1,61795151,$0.0B,Japan,India,01.01.2008
$0.0B,1,77906848,$0.0B,Japan,India,01.01.2008
$0.0B,1,73021170,$0.0B,Japan,India,01.01.2008
$0.0B,1,63410085,$0.0B,Japan,India,01.01.2008
$0.0B,1,72756291,$0.0B,Japan,India,01.01.2008
$0.0B,1,80097166,$0.0B,Japan,India,01.01.2008
$0.1B,1,63715060,$0.1B,Japan,India,01.01.2008
$0.1B,1,68213941,$0.1B,Japan,India,01.01.2008
$0.1B,1,75295330,$0.1B,Japan,India,01.01.2008
$0.2B,1,66170023,$0.2B,Japan,India,01.01.2008
$0.2B,1,57435929,$0.2B,Japan,India,01.01.2008
$0.2B,1,75813230,$0.2B,Japan,India,01.01.2008
$0.3B,1,59767074,$0.3B,Japan,India,01.01.2008
$0.4B,1,77175722,$0.4B,Japan,India,01.01.2008
$0.5B,1,77143746,$0.5B,Japan,India,01.01.2008
$0.5B,1,67661860,$0.5B,Japan,India,01.01.2008
$0.9B,1,80456563,$0.9B,Japan,India,01.01.2008
$0.0B,1,66838147,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,58001390,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,63533329,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,70105280,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,79670961,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,50947874,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,61418847,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,67749881,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,53264680,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,79642990,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,54033683,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,82476188,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,80406665,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,77721457,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,61442459,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,52304933,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,65603596,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,60778720,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,59699884,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,52681062,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,55590126,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,59233605,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,64026337,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,54041820,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,59033923,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,66692181,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,59524140,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,60525484,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,52945922,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,66721059,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,78049512,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,75040417,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,64342004,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,64478742,$0.0B,Japan,South Africa,01.01.2008
$0.0B,1,67833610,$0.0B,Japan,South Africa,01.01.2008
$0.1B,1,82572835,$0.1B,Japan,South Africa,01.01.2008
$0.0B,1,61897473,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,76477901,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,77217295,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,56120477,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,59276861,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,73446540,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,78110351,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,62243156,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,63706309,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,78813677,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,51878257,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,56500245,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,54311905,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,58021050,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65357346,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,63138256,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,68119117,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,78035867,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,78276898,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,52664391,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,80527294,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,75282650,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,66611639,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,81112908,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65230958,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,74240320,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,67294802,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,82067479,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,59384206,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,76286901,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65105993,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,79003459,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,77520850,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65160103,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,68475139,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,77621039,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,80693592,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,62143534,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,74952900,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,71948549,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65261981,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,83152102,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,80426767,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,61798143,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,80583932,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,82618760,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,71550820,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,78541337,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,56647990,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,50648765,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,64042303,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,55513206,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,80259578,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,55644161,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,54961521,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,64225448,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,80720800,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,73052555,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,66924234,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,61557328,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,68436915,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,52184430,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,78603883,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,79931284,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,52922403,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,78026112,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,79789048,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,70352059,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,82037170,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,56170905,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65829591,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,69059465,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,69628871,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,69600554,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,76099349,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,52738362,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,66132807,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,58559033,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,52294148,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,63989772,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,62661274,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,53020045,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,77221960,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,55448289,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,77648863,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,82338090,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,63639598,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,53151939,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,77712898,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,52500995,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65766196,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65595853,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,79073080,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,71965260,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,65945071,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,55734375,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,75655705,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,66123795,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,51961803,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,58109089,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,53008636,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,64898923,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,52591672,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,53158915,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,55272073,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,66436253,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,58289011,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,63428294,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,81088045,$0.0B,Japan,Thailand,01.01.2008
$0.0B,1,51418768,$0.0B,Japan,Thailand,01.01.2008
